topology: 3 3
out: 0 1 0
in: 206 95 153
out: 1 0 0
in: 193 186 97
out: 0 1 0
in: 148 243 243
out: 0 0 1
in: 89 154 165
out: 0 0 1
in: 104 192 8
out: 0 1 0
in: 54 66 147
out: 0 0 1
in: 70 227 85
out: 0 1 0
in: 35 52 229
out: 0 0 1
in: 33 40 166
out: 0 0 1
in: 136 26 33
out: 1 0 0
in: 180 12 8
out: 1 0 0
in: 38 214 228
out: 0 0 1
in: 107 171 33
out: 0 1 0
in: 151 220 125
out: 0 1 0
in: 128 7 245
out: 0 0 1
in: 127 43 142
out: 0 0 1
in: 38 190 92
out: 0 1 0
in: 189 21 15
out: 1 0 0
in: 48 41 58
out: 0 0 1
in: 217 154 205
out: 0 0 1
in: 172 136 151
out: 0 0 1
in: 192 204 204
out: 0 0 1
in: 41 240 250
out: 0 0 1
in: 123 142 188
out: 0 0 1
in: 97 244 107
out: 0 1 0
in: 104 235 43
out: 0 1 0
in: 46 63 183
out: 0 0 1
in: 41 68 57
out: 0 1 0
in: 133 250 88
out: 0 1 0
in: 221 179 87
out: 0 1 0
in: 186 82 120
out: 1 0 0
in: 248 91 121
out: 1 0 0
in: 221 67 54
out: 1 0 0
in: 219 58 213
out: 0 0 1
in: 210 6 204
out: 0 0 1
in: 213 248 89
out: 0 1 0
in: 93 206 107
out: 0 1 0
in: 143 204 204
out: 0 0 1
in: 24 157 54
out: 0 1 0
in: 235 182 242
out: 0 0 1
in: 0 93 193
out: 0 0 1
in: 60 33 197
out: 0 0 1
in: 57 91 123
out: 0 0 1
in: 35 203 4
out: 0 1 0
in: 172 212 196
out: 0 1 0
in: 105 175 203
out: 0 0 1
in: 123 174 181
out: 0 0 1
in: 87 91 239
out: 0 0 1
in: 177 56 11
out: 1 0 0
in: 179 1 211
out: 0 0 1
in: 52 126 72
out: 0 1 0
in: 141 169 124
out: 0 1 0
in: 204 50 112
out: 1 0 0
in: 219 85 213
out: 0 0 1
in: 21 232 240
out: 0 0 1
in: 22 251 62
out: 0 1 0
in: 66 233 156
out: 0 1 0
in: 122 210 10
out: 0 1 0
in: 109 97 192
out: 0 0 1
in: 145 155 74
out: 0 1 0
in: 57 171 150
out: 0 1 0
in: 79 56 111
out: 0 0 1
in: 39 227 179
out: 0 1 0
in: 200 243 195
out: 0 1 0
in: 243 196 14
out: 0 1 0
in: 121 46 131
out: 0 0 1
in: 153 116 252
out: 0 0 1
in: 254 151 228
out: 0 0 1
in: 140 220 169
out: 0 1 0
in: 152 50 135
out: 0 0 1
in: 127 231 9
out: 0 1 0
in: 9 60 177
out: 0 0 1
in: 167 118 145
out: 0 0 1
in: 20 53 231
out: 0 0 1
in: 178 23 116
out: 1 0 0
in: 59 43 129
out: 0 0 1
in: 29 213 61
out: 0 1 0
in: 125 64 119
out: 0 0 1
in: 102 172 66
out: 0 1 0
in: 248 36 203
out: 1 0 0
in: 62 221 108
out: 0 1 0
in: 198 9 98
out: 1 0 0
in: 146 245 225
out: 0 1 0
in: 133 83 175
out: 0 0 1
in: 74 162 80
out: 0 1 0
in: 149 239 193
out: 0 1 0
in: 103 9 8
out: 1 0 0
in: 142 210 112
out: 0 1 0
in: 156 4 55
out: 1 0 0
in: 32 87 250
out: 0 0 1
in: 192 44 253
out: 0 0 1
in: 102 105 193
out: 0 0 1
in: 221 114 205
out: 0 0 1
in: 24 143 202
out: 0 0 1
in: 51 131 95
out: 0 1 0
in: 7 189 189
out: 0 0 1
in: 226 133 139
out: 1 0 0
in: 179 55 231
out: 0 0 1
in: 221 28 49
out: 1 0 0
in: 33 220 203
out: 0 1 0
in: 17 86 233
out: 0 0 1
in: 133 13 136
out: 0 0 1
in: 79 160 84
out: 0 1 0
in: 199 174 235
out: 0 0 1
in: 167 244 170
out: 0 1 0
in: 60 55 216
out: 0 0 1
in: 59 122 136
out: 0 0 1
in: 162 88 221
out: 0 0 1
in: 160 153 64
out: 0 1 0
in: 42 41 230
out: 0 0 1
in: 114 52 233
out: 0 0 1
in: 156 128 37
out: 0 1 0
in: 116 187 229
out: 0 0 1
in: 155 244 253
out: 0 0 1
in: 121 146 46
out: 0 1 0
in: 210 153 70
out: 0 1 0
in: 31 112 210
out: 0 0 1
in: 222 157 233
out: 0 0 1
in: 184 212 238
out: 0 0 1
in: 235 44 24
out: 1 0 0
in: 113 144 195
out: 0 0 1
in: 159 77 41
out: 1 0 0
in: 136 58 63
out: 1 0 0
in: 112 246 170
out: 0 1 0
in: 40 2 53
out: 0 0 1
in: 133 102 0
out: 0 1 0
in: 59 160 153
out: 0 1 0
in: 137 82 84
out: 1 0 0
in: 129 198 181
out: 0 1 0
in: 7 142 156
out: 0 0 1
in: 170 91 31
out: 1 0 0
in: 36 97 148
out: 0 0 1
in: 47 33 114
out: 0 0 1
in: 195 239 93
out: 0 1 0
in: 196 167 157
out: 0 1 0
in: 183 42 208
out: 0 0 1
in: 225 31 169
out: 1 0 0
in: 230 98 136
out: 1 0 0
in: 239 198 33
out: 0 1 0
in: 48 116 190
out: 0 0 1
in: 65 61 234
out: 0 0 1
in: 44 209 241
out: 0 0 1
in: 168 208 16
out: 0 1 0
in: 107 166 175
out: 0 0 1
in: 175 246 240
out: 0 1 0
in: 229 232 202
out: 0 1 0
in: 235 10 15
out: 1 0 0
in: 41 179 238
out: 0 0 1
in: 59 185 220
out: 0 0 1
in: 216 166 69
out: 0 1 0
in: 231 97 190
out: 1 0 0
in: 219 99 33
out: 1 0 0
in: 92 26 65
out: 1 0 0
in: 146 64 147
out: 0 0 1
in: 253 43 171
out: 1 0 0
in: 158 88 67
out: 1 0 0
in: 147 119 212
out: 0 0 1
in: 116 147 166
out: 0 0 1
in: 99 27 8
out: 1 0 0
in: 92 221 237
out: 0 0 1
in: 226 63 65
out: 1 0 0
in: 143 95 179
out: 0 0 1
in: 253 164 163
out: 1 0 0
in: 71 166 31
out: 0 1 0
in: 46 197 151
out: 0 1 0
in: 234 108 0
out: 1 0 0
in: 191 249 238
out: 0 1 0
in: 13 46 218
out: 0 0 1
in: 144 192 38
out: 0 1 0
in: 74 30 15
out: 1 0 0
in: 54 246 99
out: 0 1 0
in: 90 213 205
out: 0 1 0
in: 116 218 134
out: 0 1 0
in: 218 139 48
out: 0 1 0
in: 62 198 114
out: 0 1 0
in: 77 42 128
out: 0 0 1
in: 35 94 208
out: 0 0 1
in: 14 207 120
out: 0 1 0
in: 69 138 136
out: 0 1 0
in: 229 56 92
out: 1 0 0
in: 12 152 207
out: 0 0 1
in: 39 207 69
out: 0 1 0
in: 37 178 78
out: 0 1 0
in: 99 138 148
out: 0 0 1
in: 219 168 184
out: 0 0 1
in: 177 188 195
out: 0 0 1
in: 162 210 3
out: 0 1 0
in: 143 41 42
out: 1 0 0
in: 47 124 217
out: 0 0 1
in: 17 247 133
out: 0 1 0
in: 208 33 1
out: 1 0 0
in: 61 58 83
out: 0 0 1
in: 181 182 180
out: 0 1 0
in: 48 247 9
out: 0 1 0
in: 185 177 110
out: 0 1 0
in: 233 152 141
out: 1 0 0
in: 195 221 123
out: 0 1 0
in: 82 57 241
out: 0 0 1
in: 142 138 229
out: 0 0 1
in: 47 148 24
out: 0 1 0
in: 44 217 143
out: 0 1 0
in: 55 81 37
out: 0 1 0
in: 72 76 30
out: 0 1 0
in: 0 103 99
out: 0 1 0
in: 230 7 54
out: 1 0 0
in: 189 116 244
out: 0 0 1
in: 22 228 17
out: 0 1 0
in: 79 204 99
out: 0 1 0
in: 78 172 251
out: 0 0 1
in: 218 217 253
out: 0 0 1
in: 135 220 14
out: 0 1 0
in: 7 168 112
out: 0 1 0
in: 59 70 164
out: 0 0 1
in: 87 161 111
out: 0 1 0
in: 146 136 211
out: 0 0 1
in: 82 7 247
out: 0 0 1
in: 82 72 62
out: 0 1 0
in: 125 118 113
out: 0 1 0
in: 121 239 167
out: 0 1 0
in: 96 121 14
out: 0 1 0
in: 108 251 203
out: 0 1 0
in: 46 23 122
out: 0 0 1
in: 10 148 138
out: 0 1 0
in: 125 213 149
out: 0 1 0
in: 240 232 168
out: 0 1 0
in: 245 112 103
out: 1 0 0
in: 168 68 194
out: 0 0 1
in: 241 214 69
out: 0 1 0
in: 61 50 102
out: 0 0 1
in: 66 116 187
out: 0 0 1
in: 228 140 193
out: 0 0 1
in: 104 140 213
out: 0 0 1
in: 42 232 45
out: 0 1 0
in: 86 158 198
out: 0 0 1
in: 208 156 74
out: 0 1 0
in: 166 227 48
out: 0 1 0
in: 77 44 157
out: 0 0 1
in: 229 105 211
out: 0 0 1
in: 203 81 222
out: 0 0 1
in: 189 238 3
out: 0 1 0
in: 110 111 48
out: 0 1 0
in: 144 120 51
out: 0 1 0
in: 85 11 138
out: 0 0 1
in: 251 210 45
out: 0 1 0
in: 201 208 19
out: 0 1 0
in: 173 98 61
out: 1 0 0
in: 208 194 221
out: 0 0 1
in: 86 95 253
out: 0 0 1
in: 9 20 203
out: 0 0 1
in: 19 63 185
out: 0 0 1
in: 136 38 202
out: 0 0 1
in: 89 91 148
out: 0 0 1
in: 30 144 115
out: 0 1 0
in: 107 34 227
out: 0 0 1
in: 147 206 243
out: 0 0 1
in: 106 97 130
out: 0 0 1
in: 76 107 28
out: 0 1 0
in: 136 41 219
out: 0 0 1
in: 200 128 203
out: 0 0 1
in: 197 208 3
out: 0 1 0
in: 81 109 34
out: 0 1 0
in: 140 174 34
out: 0 1 0
in: 162 197 237
out: 0 0 1
in: 105 35 187
out: 0 0 1
in: 221 168 180
out: 0 0 1
in: 168 116 77
out: 1 0 0
in: 211 195 64
out: 0 1 0
in: 202 254 223
out: 0 1 0
in: 32 243 229
out: 0 1 0
in: 202 94 235
out: 0 0 1
in: 204 124 230
out: 0 0 1
in: 185 94 213
out: 0 0 1
in: 182 122 146
out: 1 0 0
in: 24 198 20
out: 0 1 0
in: 77 246 253
out: 0 0 1
in: 75 2 74
out: 0 0 1
in: 77 174 203
out: 0 0 1
in: 4 81 154
out: 0 0 1
in: 86 117 155
out: 0 0 1
in: 237 163 110
out: 1 0 0
in: 166 56 187
out: 0 0 1
in: 45 168 156
out: 0 1 0
in: 88 168 61
out: 0 1 0
in: 168 2 223
out: 0 0 1
in: 183 103 18
out: 1 0 0
in: 105 154 19
out: 0 1 0
in: 149 53 94
out: 1 0 0
in: 198 8 8
out: 1 0 0
in: 21 161 166
out: 0 0 1
in: 200 135 248
out: 0 0 1
in: 58 75 188
out: 0 0 1
in: 187 97 236
out: 0 0 1
in: 58 29 124
out: 0 0 1
in: 111 233 198
out: 0 1 0
in: 157 201 239
out: 0 0 1
in: 201 251 117
out: 0 1 0
in: 184 5 38
out: 1 0 0
in: 57 240 1
out: 0 1 0
in: 164 115 218
out: 0 0 1
in: 42 167 214
out: 0 0 1
in: 11 15 136
out: 0 0 1
in: 208 125 251
out: 0 0 1
in: 52 113 60
out: 0 1 0
in: 234 57 176
out: 1 0 0
in: 235 134 186
out: 1 0 0
in: 125 245 134
out: 0 1 0
in: 111 27 64
out: 1 0 0
in: 130 249 147
out: 0 1 0
in: 15 14 140
out: 0 0 1
in: 103 171 5
out: 0 1 0
in: 55 204 227
out: 0 0 1
in: 177 54 90
out: 1 0 0
in: 98 223 36
out: 0 1 0
in: 223 131 239
out: 0 0 1
in: 215 180 1
out: 0 1 0
in: 212 175 141
out: 0 1 0
in: 64 180 105
out: 0 1 0
in: 155 199 27
out: 0 1 0
in: 60 227 240
out: 0 0 1
in: 25 142 106
out: 0 1 0
in: 81 49 237
out: 0 0 1
in: 172 34 108
out: 1 0 0
in: 208 153 112
out: 0 1 0
in: 191 133 54
out: 0 1 0
in: 21 209 109
out: 0 1 0
in: 163 8 191
out: 0 0 1
in: 112 250 9
out: 0 1 0
in: 52 172 224
out: 0 0 1
in: 202 141 35
out: 0 1 0
in: 145 137 96
out: 0 1 0
in: 153 202 99
out: 0 1 0
in: 67 104 218
out: 0 0 1
in: 70 53 224
out: 0 0 1
in: 20 2 97
out: 0 0 1
in: 124 38 254
out: 0 0 1
in: 91 186 101
out: 0 1 0
in: 194 131 227
out: 0 0 1
in: 18 220 210
out: 0 1 0
in: 202 207 145
out: 0 1 0
in: 142 35 190
out: 0 0 1
in: 97 147 72
out: 0 1 0
in: 112 144 1
out: 0 1 0
in: 169 120 132
out: 1 0 0
in: 90 103 33
out: 0 1 0
in: 229 11 12
out: 1 0 0
in: 36 25 64
out: 0 0 1
in: 221 137 153
out: 1 0 0
in: 206 115 116
out: 1 0 0
in: 58 36 63
out: 0 0 1
in: 47 165 58
out: 0 1 0
in: 83 44 207
out: 0 0 1
in: 155 8 12
out: 1 0 0
in: 194 65 106
out: 1 0 0
in: 39 83 37
out: 0 1 0
in: 128 18 76
out: 1 0 0
in: 99 41 193
out: 0 0 1
in: 183 201 234
out: 0 0 1
in: 222 64 65
out: 1 0 0
in: 151 232 221
out: 0 1 0
in: 66 102 27
out: 0 1 0
in: 120 112 8
out: 0 1 0
in: 100 107 24
out: 0 1 0
in: 242 253 214
out: 0 1 0
in: 56 233 173
out: 0 1 0
in: 167 132 25
out: 0 1 0
in: 187 52 198
out: 0 0 1
in: 178 35 203
out: 0 0 1
in: 33 0 44
out: 0 0 1
in: 36 24 142
out: 0 0 1
in: 189 84 67
out: 1 0 0
in: 38 135 207
out: 0 0 1
in: 129 113 73
out: 0 1 0
in: 6 108 149
out: 0 0 1
in: 51 8 214
out: 0 0 1
in: 134 161 72
out: 0 1 0
in: 111 2 219
out: 0 0 1
in: 53 23 202
out: 0 0 1
in: 88 190 229
out: 0 0 1
in: 29 247 52
out: 0 1 0
in: 56 157 12
out: 0 1 0
in: 175 88 149
out: 0 0 1
in: 53 97 170
out: 0 0 1
in: 248 81 147
out: 1 0 0
in: 74 26 3
out: 1 0 0
in: 211 242 197
out: 0 1 0
in: 173 51 67
out: 1 0 0
in: 232 20 217
out: 0 0 1
in: 159 52 128
out: 1 0 0
in: 58 187 167
out: 0 1 0
in: 28 157 133
out: 0 1 0
in: 142 79 137
out: 0 0 1
in: 200 149 198
out: 0 0 1
in: 120 122 155
out: 0 0 1
in: 12 123 142
out: 0 0 1
in: 1 40 18
out: 0 1 0
in: 56 250 52
out: 0 1 0
in: 248 36 74
out: 1 0 0
in: 239 76 55
out: 1 0 0
in: 187 236 12
out: 0 1 0
in: 210 153 81
out: 0 1 0
in: 67 38 86
out: 0 0 1
in: 17 120 207
out: 0 0 1
in: 91 122 181
out: 0 0 1
in: 72 208 130
out: 0 1 0
in: 46 133 232
out: 0 0 1
in: 79 143 62
out: 0 1 0
in: 147 17 115
out: 1 0 0
in: 32 46 118
out: 0 0 1
in: 98 143 91
out: 0 1 0
in: 155 120 106
out: 0 1 0
in: 192 247 224
out: 0 1 0
in: 225 223 214
out: 0 1 0
in: 182 209 178
out: 0 1 0
in: 136 241 239
out: 0 0 1
in: 99 117 130
out: 0 0 1
in: 66 81 170
out: 0 0 1
in: 2 206 238
out: 0 0 1
in: 206 163 192
out: 0 0 1
in: 40 15 192
out: 0 0 1
in: 34 8 152
out: 0 0 1
in: 106 82 28
out: 0 1 0
in: 199 231 140
out: 0 1 0
in: 99 172 68
out: 0 1 0
in: 57 33 77
out: 0 0 1
in: 59 42 231
out: 0 0 1
in: 82 209 90
out: 0 1 0
in: 205 114 170
out: 0 0 1
in: 118 49 152
out: 0 0 1
in: 109 232 11
out: 0 1 0
in: 57 139 71
out: 0 1 0
in: 97 39 253
out: 0 0 1
in: 224 244 239
out: 0 1 0
in: 175 32 64
out: 1 0 0
in: 193 112 22
out: 1 0 0
in: 163 121 94
out: 0 1 0
in: 225 115 179
out: 1 0 0
in: 168 99 104
out: 1 0 0
in: 165 51 176
out: 0 0 1
in: 50 254 148
out: 0 1 0
in: 138 0 121
out: 1 0 0
in: 232 120 41
out: 1 0 0
in: 155 36 156
out: 0 0 1
in: 235 134 168
out: 1 0 0
in: 50 172 212
out: 0 0 1
in: 184 132 50
out: 0 1 0
in: 122 241 200
out: 0 1 0
in: 132 176 130
out: 0 1 0
in: 82 67 103
out: 0 0 1
in: 68 85 44
out: 0 1 0
in: 233 124 243
out: 0 0 1
in: 43 8 6
out: 1 0 0
in: 134 188 134
out: 0 1 0
in: 220 213 57
out: 0 1 0
in: 83 227 243
out: 0 0 1
in: 1 11 24
out: 0 0 1
in: 236 195 45
out: 0 1 0
in: 26 58 79
out: 0 0 1
in: 178 228 156
out: 0 1 0
in: 148 96 171
out: 0 0 1
in: 190 194 253
out: 0 0 1
in: 97 47 2
out: 1 0 0
in: 238 116 129
out: 1 0 0
in: 14 181 0
out: 0 1 0
in: 8 36 62
out: 0 0 1
in: 171 178 26
out: 0 1 0
in: 147 164 121
out: 0 1 0
in: 127 18 183
out: 0 0 1
in: 105 32 17
out: 1 0 0
in: 154 29 63
out: 1 0 0
in: 45 88 10
out: 0 1 0
in: 43 21 32
out: 1 0 0
in: 18 129 30
out: 0 1 0
in: 19 180 231
out: 0 0 1
in: 96 103 177
out: 0 0 1
in: 246 70 204
out: 1 0 0
in: 17 81 181
out: 0 0 1
in: 9 161 6
out: 0 1 0
in: 61 240 201
out: 0 1 0
in: 115 18 22
out: 1 0 0
in: 167 31 88
out: 1 0 0
in: 70 101 192
out: 0 0 1
in: 194 79 116
out: 1 0 0
in: 88 26 56
out: 1 0 0
in: 238 217 72
out: 0 1 0
in: 196 12 212
out: 0 0 1
in: 58 52 25
out: 0 1 0
in: 6 46 46
out: 0 0 1
in: 123 235 96
out: 0 1 0
in: 123 37 132
out: 0 0 1
in: 22 134 28
out: 0 1 0
in: 165 226 51
out: 0 1 0
in: 5 254 8
out: 0 1 0
in: 157 69 129
out: 1 0 0
in: 14 130 124
out: 0 1 0
in: 159 2 12
out: 1 0 0
in: 148 56 120
out: 1 0 0
in: 188 140 173
out: 0 0 1
in: 193 168 57
out: 0 1 0
in: 99 198 210
out: 0 0 1
in: 74 98 200
out: 0 0 1
in: 221 1 120
out: 1 0 0
in: 174 172 102
out: 0 1 0
in: 193 211 219
out: 0 0 1
in: 133 181 146
out: 0 1 0
in: 200 42 217
out: 0 0 1
in: 163 221 140
out: 0 1 0
in: 209 76 64
out: 1 0 0
in: 223 113 29
out: 1 0 0
in: 173 127 209
out: 0 0 1
in: 32 176 162
out: 0 1 0
in: 102 247 57
out: 0 1 0
in: 55 206 228
out: 0 0 1
in: 58 188 232
out: 0 0 1
in: 216 201 221
out: 0 0 1
in: 217 48 125
out: 1 0 0
in: 239 102 58
out: 1 0 0
in: 202 42 147
out: 1 0 0
in: 178 246 57
out: 0 1 0
in: 41 205 68
out: 0 1 0
in: 77 116 97
out: 0 1 0
in: 165 38 204
out: 0 0 1
in: 98 101 133
out: 0 0 1
in: 11 14 87
out: 0 0 1
in: 187 125 96
out: 1 0 0
in: 114 9 190
out: 0 0 1
in: 130 223 65
out: 0 1 0
in: 246 36 97
out: 1 0 0
in: 211 180 120
out: 0 1 0
in: 157 74 64
out: 1 0 0
in: 100 225 128
out: 0 1 0
in: 60 115 197
out: 0 0 1
in: 141 110 139
out: 0 0 1
in: 29 216 56
out: 0 1 0
in: 51 182 43
out: 0 1 0
in: 36 220 161
out: 0 1 0
in: 247 134 139
out: 1 0 0
in: 96 247 68
out: 0 1 0
in: 212 168 204
out: 0 0 1
in: 172 90 139
out: 1 0 0
in: 236 148 13
out: 0 1 0
in: 193 222 62
out: 0 1 0
in: 235 140 233
out: 0 0 1
in: 89 42 81
out: 0 0 1
in: 119 244 189
out: 0 1 0
in: 54 103 123
out: 0 0 1
in: 170 189 119
out: 0 1 0
in: 144 204 234
out: 0 0 1
in: 236 64 194
out: 1 0 0
in: 102 6 131
out: 0 0 1
in: 185 137 131
out: 1 0 0
in: 132 155 11
out: 0 1 0
in: 175 57 210
out: 0 0 1
in: 99 32 77
out: 1 0 0
in: 95 57 150
out: 0 0 1
in: 238 181 188
out: 1 0 0
in: 56 220 113
out: 0 1 0
in: 104 6 249
out: 0 0 1
in: 3 173 225
out: 0 0 1
in: 96 15 77
out: 1 0 0
in: 36 141 139
out: 0 1 0
in: 20 60 39
out: 0 1 0
in: 41 182 58
out: 0 1 0
in: 44 123 68
out: 0 1 0
in: 60 138 9
out: 0 1 0
in: 163 21 36
out: 1 0 0
in: 159 61 133
out: 1 0 0
in: 234 104 73
out: 1 0 0
in: 212 9 99
out: 1 0 0
in: 186 66 21
out: 1 0 0
in: 89 134 41
out: 0 1 0
in: 1 75 68
out: 0 1 0
in: 128 125 110
out: 0 1 0
in: 79 181 216
out: 0 0 1
in: 196 129 227
out: 0 0 1
in: 66 50 161
out: 0 0 1
in: 118 202 142
out: 0 1 0
in: 96 84 215
out: 0 0 1
in: 109 3 54
out: 1 0 0
in: 201 1 68
out: 1 0 0
in: 168 132 158
out: 0 0 1
in: 187 195 124
out: 0 1 0
in: 25 237 159
out: 0 1 0
in: 233 90 65
out: 1 0 0
in: 33 155 244
out: 0 0 1
in: 196 162 209
out: 0 0 1
in: 106 24 205
out: 0 0 1
in: 97 131 135
out: 0 0 1
in: 32 91 166
out: 0 0 1
in: 197 11 239
out: 0 0 1
in: 231 120 123
out: 1 0 0
in: 230 52 75
out: 1 0 0
in: 187 116 101
out: 1 0 0
in: 15 158 106
out: 0 1 0
in: 238 169 83
out: 0 1 0
in: 45 249 201
out: 0 1 0
in: 44 12 6
out: 1 0 0
in: 200 28 222
out: 0 0 1
in: 182 179 68
out: 0 1 0
in: 189 28 214
out: 0 0 1
in: 184 32 217
out: 0 0 1
in: 79 7 19
out: 1 0 0
in: 35 205 233
out: 0 0 1
in: 80 121 71
out: 0 1 0
in: 61 53 208
out: 0 0 1
in: 228 34 209
out: 0 0 1
in: 2 58 117
out: 0 0 1
in: 226 87 42
out: 1 0 0
in: 95 214 105
out: 0 1 0
in: 148 98 124
out: 0 0 1
in: 5 166 234
out: 0 0 1
in: 156 126 56
out: 0 1 0
in: 77 14 223
out: 0 0 1
in: 23 197 198
out: 0 0 1
in: 150 125 83
out: 0 1 0
in: 210 74 123
out: 1 0 0
in: 169 12 23
out: 1 0 0
in: 147 94 56
out: 1 0 0
in: 179 112 239
out: 0 0 1
in: 123 146 228
out: 0 0 1
in: 128 116 209
out: 0 0 1
in: 35 103 115
out: 0 0 1
in: 206 9 62
out: 1 0 0
in: 190 16 149
out: 1 0 0
in: 163 82 76
out: 1 0 0
in: 231 206 144
out: 0 1 0
in: 0 97 111
out: 0 0 1
in: 43 10 119
out: 0 0 1
in: 124 63 55
out: 1 0 0
in: 222 48 190
out: 1 0 0
in: 56 177 115
out: 0 1 0
in: 2 17 75
out: 0 0 1
in: 22 168 50
out: 0 1 0
in: 101 144 84
out: 0 1 0
in: 155 222 209
out: 0 1 0
in: 160 123 52
out: 0 1 0
in: 33 169 111
out: 0 1 0
in: 200 31 27
out: 1 0 0
in: 251 240 8
out: 0 1 0
in: 254 21 100
out: 1 0 0
in: 231 109 121
out: 1 0 0
in: 158 197 24
out: 0 1 0
in: 9 197 25
out: 0 1 0
in: 39 88 24
out: 0 1 0
in: 112 37 174
out: 0 0 1
in: 208 88 57
out: 1 0 0
in: 252 88 195
out: 1 0 0
in: 179 209 177
out: 0 1 0
in: 60 217 234
out: 0 0 1
in: 254 201 152
out: 0 1 0
in: 29 238 240
out: 0 0 1
in: 72 110 135
out: 0 0 1
in: 143 210 199
out: 0 1 0
in: 193 139 155
out: 1 0 0
in: 114 81 186
out: 0 0 1
in: 132 59 19
out: 1 0 0
in: 44 61 11
out: 0 1 0
in: 137 207 38
out: 0 1 0
in: 40 83 124
out: 0 0 1
in: 223 218 18
out: 0 1 0
in: 79 164 244
out: 0 0 1
in: 105 133 182
out: 0 0 1
in: 141 233 163
out: 0 1 0
in: 215 124 214
out: 0 0 1
in: 212 230 226
out: 0 1 0
in: 221 198 81
out: 0 1 0
in: 30 84 34
out: 0 1 0
in: 111 24 230
out: 0 0 1
in: 88 68 40
out: 0 1 0
in: 42 43 225
out: 0 0 1
in: 88 102 59
out: 0 1 0
in: 14 74 193
out: 0 0 1
in: 115 186 97
out: 0 1 0
in: 218 114 77
out: 1 0 0
in: 186 225 175
out: 0 1 0
in: 85 234 36
out: 0 1 0
in: 246 33 66
out: 1 0 0
in: 116 49 113
out: 0 0 1
in: 56 133 134
out: 0 0 1
in: 141 192 222
out: 0 0 1
in: 91 137 9
out: 0 1 0
in: 14 192 185
out: 0 1 0
in: 231 109 30
out: 1 0 0
in: 46 224 86
out: 0 1 0
in: 30 15 116
out: 0 0 1
in: 138 47 53
out: 1 0 0
in: 223 183 65
out: 0 1 0
in: 44 133 38
out: 0 1 0
in: 250 106 209
out: 1 0 0
in: 189 254 93
out: 0 1 0
in: 203 101 254
out: 0 0 1
in: 208 214 68
out: 0 1 0
in: 19 80 236
out: 0 0 1
in: 253 241 93
out: 0 1 0
in: 227 155 79
out: 0 1 0
in: 40 214 103
out: 0 1 0
in: 2 193 104
out: 0 1 0
in: 102 121 22
out: 0 1 0
in: 129 106 133
out: 0 0 1
in: 33 208 97
out: 0 1 0
in: 49 155 248
out: 0 0 1
in: 194 153 223
out: 0 0 1
in: 9 154 30
out: 0 1 0
in: 214 198 53
out: 0 1 0
in: 70 187 250
out: 0 0 1
in: 86 17 234
out: 0 0 1
in: 177 62 81
out: 1 0 0
in: 33 137 45
out: 0 1 0
in: 131 69 228
out: 0 0 1
in: 139 195 241
out: 0 0 1
in: 225 0 59
out: 1 0 0
in: 248 39 192
out: 1 0 0
in: 43 103 201
out: 0 0 1
in: 8 247 192
out: 0 1 0
in: 137 95 61
out: 1 0 0
in: 24 70 9
out: 0 1 0
in: 2 77 216
out: 0 0 1
in: 207 200 1
out: 0 1 0
in: 197 126 221
out: 0 0 1
in: 191 96 205
out: 0 0 1
in: 139 123 58
out: 0 1 0
in: 37 78 223
out: 0 0 1
in: 236 227 73
out: 0 1 0
in: 34 100 184
out: 0 0 1
in: 106 141 42
out: 0 1 0
in: 179 9 190
out: 0 0 1
in: 199 27 67
out: 1 0 0
in: 97 212 123
out: 0 1 0
in: 206 64 35
out: 1 0 0
in: 246 90 129
out: 1 0 0
in: 24 53 91
out: 0 0 1
in: 220 90 73
out: 1 0 0
in: 219 188 175
out: 0 1 0
in: 20 184 235
out: 0 0 1
in: 110 136 70
out: 0 1 0
in: 74 135 200
out: 0 0 1
in: 125 212 158
out: 0 1 0
in: 159 64 76
out: 1 0 0
in: 242 198 182
out: 0 1 0
in: 243 168 6
out: 0 1 0
in: 244 162 21
out: 0 1 0
in: 184 133 62
out: 0 1 0
in: 89 7 203
out: 0 0 1
in: 171 60 137
out: 1 0 0
in: 128 233 26
out: 0 1 0
in: 102 92 28
out: 0 1 0
in: 199 99 32
out: 1 0 0
in: 188 25 23
out: 1 0 0
in: 197 238 17
out: 0 1 0
in: 5 84 233
out: 0 0 1
in: 50 136 2
out: 0 1 0
in: 152 153 126
out: 0 1 0
in: 64 209 33
out: 0 1 0
in: 167 227 145
out: 0 1 0
in: 105 141 98
out: 0 1 0
in: 72 39 35
out: 1 0 0
in: 36 91 195
out: 0 0 1
in: 65 44 41
out: 1 0 0
in: 199 90 77
out: 1 0 0
in: 217 181 190
out: 0 0 1
in: 42 196 106
out: 0 1 0
in: 57 187 65
out: 0 1 0
in: 50 69 203
out: 0 0 1
in: 206 40 224
out: 0 0 1
in: 201 4 16
out: 1 0 0
in: 90 33 128
out: 0 0 1
in: 76 254 218
out: 0 1 0
in: 31 219 127
out: 0 1 0
in: 133 60 10
out: 1 0 0
in: 25 10 54
out: 0 0 1
in: 16 43 26
out: 0 1 0
in: 134 224 51
out: 0 1 0
in: 193 56 104
out: 1 0 0
in: 158 4 192
out: 0 0 1
in: 73 159 95
out: 0 1 0
in: 164 150 143
out: 0 1 0
in: 211 191 109
out: 0 1 0
in: 242 200 187
